advertiser,pageId,libraryId,active,start,end,format,cta,link,title,body,regions,mediaFiles
MRV,219638988065716,1402518332090351,True,2026-09-09,2026-09-16,DCO,Saiba mais,https://www.mrv.com.br/imoveis/ceara/caucaia/apartamentos-ville-de-lisboa,Apês com lazer e localização estratégica,"Conquiste seu primeiro apê com lazer completo, localização estratégica e toda a segurança de um condomínio fechado.",,1402518332090351_card0_card_video_hd.mp4;1402518332090351_card1_card_video_hd.mp4
MRV,219638988065716,1626296532190903,True,2026-09-09,2026-09-16,DCO,Enviar mensagem pelo WhatsApp,https://api.whatsapp.com/send,{{product.name}},{{product.brand}},,1626296532190903_card0_card_image.jpg;1626296532190903_card1_card_image.jpg
MRV,219638988065716,1530918312208021,True,2026-09-09,2026-09-16,CAROUSEL,Enviar mensagem pelo WhatsApp,https://api.whatsapp.com/send,MRV,"Lançamento MRV que une localização estratégica, lazer completo e a praticidade de um projeto pensado pra sua rotina.",,1530918312208021_card0_card_image.jpg;1530918312208021_card1_card_image.jpg;1530918312208021_card2_card_image.jpg;1530918312208021_card3_card_image.jpg;1530918312208021_card4_card_image.jpg
MRV,219638988065716,1826970031660305,True,2026-09-09,2026-09-15,DCO,Enviar mensagem pelo WhatsApp,https://api.whatsapp.com/send,{{product.name}},{{product.brand}},,1826970031660305_card0_card_video_hd.mp4;1826970031660305_card1_card_video_hd.mp4
MRV,219638988065716,1975427316501134,True,2026-09-10,2026-09-16,DCO,Ver detalhes,https://www.mrv.com.br/,Você vai morar no que é seu.,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,1975427316501134_card0_card_image.jpg;1975427316501134_card1_card_image.jpg;1975427316501134_card2_card_image.jpg
MRV,219638988065716,1641265350912173,True,2026-09-10,2026-09-16,CAROUSEL,Ver detalhes,https://www.mrv.com.br/,MRV,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,1641265350912173_card0_card_image.jpg;1641265350912173_card1_card_image.jpg;1641265350912173_card2_card_image.jpg;1641265350912173_card3_card_image.jpg;1641265350912173_card4_card_image.jpg
MRV,219638988065716,1751962139338073,True,2026-09-10,2026-09-16,CAROUSEL,Saiba mais,https://www.mrv.com.br/imoveis/rio-grande-do-sul/canoas?campaigns=campanhas:farroupilha,MRV,"Com a MRV, suas tradições ganham o cenário ideal para se fortalecer e prosperar. Conquiste seu apê com condições especiais.",,1751962139338073_card0_card_image.jpg;1751962139338073_card1_card_image.jpg;1751962139338073_card2_card_image.jpg;1751962139338073_card3_card_image.jpg;1751962139338073_card4_card_image.jpg
MRV,219638988065716,1391566215747396,True,2026-09-10,2026-09-15,DCO,Ver detalhes,https://www.mrv.com.br/,Você vai morar no que é seu.,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,1391566215747396_card0_card_video_hd.mp4;1391566215747396_card1_card_video_hd.mp4
MRV,219638988065716,1406406214980135,True,2026-09-10,2026-09-15,DCO,Saiba mais,https://www.mrv.com.br/imoveis/rio-grande-do-sul/canoas?campaigns=campanhas:farroupilha,Tem um baita apê pra você no Rio Grande.,"Com a MRV, suas tradições ganham o cenário ideal para se fortalecer e prosperar. Conquiste seu apê com condições especiais.",,1406406214980135_card0_card_video_hd.mp4;1406406214980135_card1_card_video_hd.mp4
MRV,219638988065716,2266308100875758,True,2026-09-10,2026-09-16,DCO,Cadastre-se,http://fb.me/,Pré-lançamento MRV.,Viver bem em Blumenau acaba de ganhar um novo significado. More em um endereço que facilita o seu dia a dia.,,2266308100875758_card0_card_image.png;2266308100875758_card1_card_image.png
MRV,219638988065716,3445346118979130,True,2026-09-10,2026-09-13,DCO,Cadastre-se,http://fb.me/,Pré-lançamento MRV.,Viver bem em Blumenau acaba de ganhar um novo significado. More em um endereço que facilita o seu dia a dia.,,3445346118979130_card0_card_video_hd.mp4;3445346118979130_card1_card_video_hd.mp4
MRV,219638988065716,1053775537291683,True,2026-09-10,2026-09-14,CAROUSEL,Cadastre-se,http://fb.me/,MRV,Viver bem em Blumenau acaba de ganhar um novo significado. More em um endereço que facilita o seu dia a dia.,,1053775537291683_card0_card_image.png;1053775537291683_card1_card_image.png;1053775537291683_card2_card_image.png;1053775537291683_card3_card_image.png;1053775537291683_card4_card_image.png
MRV,219638988065716,2498533347290792,True,2026-09-10,2026-09-15,CAROUSEL,Ver detalhes,https://www.mrv.com.br/,MRV,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,2498533347290792_card0_card_image.jpg;2498533347290792_card1_card_image.jpg;2498533347290792_card2_card_image.jpg;2498533347290792_card3_card_image.jpg;2498533347290792_card4_card_image.jpg
MRV,219638988065716,1748215903076143,True,2026-09-10,2026-09-13,DCO,Ver detalhes,https://www.mrv.com.br/,Você vai morar no que é seu.,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,1748215903076143_card0_card_video_hd.mp4;1748215903076143_card1_card_video_hd.mp4
MRV,219638988065716,2047565404195263,True,2026-09-10,2026-09-14,DCO,Ver detalhes,https://www.mrv.com.br/,Você vai morar no que é seu.,"Em setembro, o Outlet de Apês MRV traz um combo de condições mais do que especiais para você conquistar o apê próprio.",,2047565404195263_card0_card_image.jpg;2047565404195263_card1_card_image.jpg;2047565404195263_card2_card_image.jpg
MRV,219638988065716,841180475685420,True,2026-09-11,2026-09-15,DCO,Saiba mais,https://www.mrv.com.br/imoveis/sao-paulo/sao-jose-dos-campos/apartamentos-residencial-caminho-das-pitangueiras,More na Smart Cidade da MRV,Novo lançamento no bairro planejado da MRV em SJC. Caminho das Pitangueiras. apês de 2 dorms com lazer amplo.,,841180475685420_card0_card_image.png;841180475685420_card1_card_image.png;841180475685420_card2_card_image.png
MRV,219638988065716,1035531429441345,True,2026-09-14,2026-09-16,VIDEO,,,,"Alguém disse casamento? Isso é com ele mesmo! O nosso diretor de crédito imobiliário, Edmil, veio te explicar que juntar as escovas de dentes pode ser um momento interessante para a compra do apê do casal.   Já manda para o mozão e vem entender como o 'Sim' no altar facilita o 'Sim' do banco!",,1035531429441345_0_video_hd.mp4;1035531429441345_0_video_sd.mp4;1035531429441345_0_video_preview.jpg
MRV,219638988065716,1703043534132120,True,2026-09-14,2026-09-16,VIDEO,,,,"Alguém disse casamento? Isso é com ele mesmo! O nosso diretor de crédito imobiliário, Edmil, veio te explicar que o momento de juntar as escovas de dentes pode ser um momento interessante para a compra do apê do casal.   Já manda para o mozão e vem entender como o 'Sim' no altar facilita o 'Sim' do banco!",,1703043534132120_0_video_hd.mp4;1703043534132120_0_video_sd.mp4;1703043534132120_0_video_preview.jpg
MRV,219638988065716,1025257007213434,True,2026-09-14,2026-09-16,DCO,Fale conosco,https://api.whatsapp.com/send,Apê completo na Av. Aliomar Baleeiro.,"Seu apê com opção de varanda, localização estratégica e lazer completo para se divertir o ano todo.",,1025257007213434_card0_card_image.jpg;1025257007213434_card1_card_image.jpg;1025257007213434_card2_card_image.jpg
MRV,219638988065716,1048898307966303,True,2026-09-14,2026-09-16,DCO,Fale conosco,https://api.whatsapp.com/send,Apê completo na Av. Aliomar Baleeiro.,"Com as condições especiais da MRV, o sonho do apê próprio está próximo de se realizar. Subsídio, menores taxas e muito mais.",,1048898307966303_card0_card_image.jpg;1048898307966303_card1_card_image.jpg
MRV,219638988065716,1095617989825506,True,2026-09-14,2026-09-16,DCO,Fale conosco,https://api.whatsapp.com/send,Apê completo na Av. Aliomar Baleeiro.,"Com as condições especiais da MRV, o sonho do apê próprio está próximo de se realizar. Subsídio, menores taxas e muito mais.",,1095617989825506_card0_card_video_hd.mp4;1095617989825506_card1_card_video_hd.mp4
MRV,219638988065716,1946837882942842,True,2026-09-14,2026-09-16,CAROUSEL,Fale conosco,https://api.whatsapp.com/send,MRV,"Seu apê com opção de varanda, localização estratégica e lazer completo para se divertir o ano todo.",,1946837882942842_card0_card_image.jpg;1946837882942842_card1_card_image.jpg;1946837882942842_card2_card_image.jpg;1946837882942842_card3_card_image.jpg;1946837882942842_card4_card_image.jpg
MRV,219638988065716,1651430616693306,True,2026-09-14,2026-09-16,CAROUSEL,Fale conosco,https://api.whatsapp.com/send,MRV,"Seu apê com opção de varanda, localização estratégica e lazer completo para se divertir o ano todo.",,1651430616693306_card0_card_image.jpg;1651430616693306_card1_card_image.jpg;1651430616693306_card2_card_image.jpg;1651430616693306_card3_card_image.jpg
MRV,219638988065716,4598965257096192,True,2026-09-14,2026-09-16,DCO,Fale conosco,https://api.whatsapp.com/send,Apê completo na Av. Aliomar Baleeiro.,"Seu apê com opção de varanda, localização estratégica e lazer completo para se divertir o ano todo.",,4598965257096192_card0_card_video_hd.mp4;4598965257096192_card1_card_video_hd.mp4
MRV,219638988065716,2256779951847174,True,2026-09-15,2026-09-16,DCO,Enviar mensagem pelo WhatsApp,https://api.whatsapp.com/send,{{product.name}},{{product.brand}},,2256779951847174_card0_card_image.png;2256779951847174_card1_card_image.png;2256779951847174_card2_card_image.png
MRV,219638988065716,1065686056106114,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1065686056106114_0_video_hd.mp4;1065686056106114_0_video_sd.mp4;1065686056106114_0_video_preview.jpg
MRV,219638988065716,28657146913901679,True,2026-09-15,2026-09-16,CAROUSEL,Enviar mensagem pelo WhatsApp,https://api.whatsapp.com/send,Converse conosco,"Lançamento MRV em Santa Maria com apês de 2 quartos com opção de varanda, além de lazer completo para você e sua família.",,28657146913901679_card0_card_image.png;28657146913901679_card1_card_image.png;28657146913901679_card2_card_image.png;28657146913901679_card3_card_image.png
MRV,219638988065716,1405714078412860,True,2026-09-15,2026-09-16,VIDEO,Inscrever-se agora,http://fb.me/,Projeto MRV de alto padrão em Contagem.,"Mude para um condomínio com lazer completo, apês com varanda e suíte, em um bairro planejado e com fácil acesso ao Centro.",,1405714078412860_0_video_hd.mp4;1405714078412860_0_video_sd.mp4;1405714078412860_0_video_preview.jpg
MRV,219638988065716,1619839509510141,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1619839509510141_0_video_hd.mp4;1619839509510141_0_video_sd.mp4;1619839509510141_0_video_preview.jpg
MRV,219638988065716,1079989904577207,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1079989904577207_0_video_hd.mp4;1079989904577207_0_video_sd.mp4;1079989904577207_0_video_preview.jpg
MRV,219638988065716,1062046883391046,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1062046883391046_0_video_hd.mp4;1062046883391046_0_video_sd.mp4;1062046883391046_0_video_preview.jpg
MRV,219638988065716,1343786444241695,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1343786444241695_0_video_hd.mp4;1343786444241695_0_video_sd.mp4;1343786444241695_0_video_preview.jpg
MRV,219638988065716,1985207675524373,True,2026-09-15,2026-09-16,VIDEO,Saiba mais,https://www.mrv.com.br/imposto-de-renda,"E pra respondê-las, ninguém melhor que o EdMIL, nosso Diretor de Crédito Imobiliário","Quando o assunto é Minha Casa, Minha Vida, mil perguntas podem surgir.",,1985207675524373_0_video_hd.mp4;1985207675524373_0_video_sd.mp4;1985207675524373_0_video_preview.jpg
Novus Incorporadora,100533942408611,950276474661858,True,2026-05-07,2026-09-12,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,950276474661858_0_video_hd.mp4;950276474661858_0_video_sd.mp4;950276474661858_0_video_preview.jpg
Novus Incorporadora,100533942408611,4330395660550022,True,2026-05-07,2026-09-11,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,4330395660550022_0_video_hd.mp4;4330395660550022_0_video_sd.mp4;4330395660550022_0_video_preview.jpg
Novus Incorporadora,100533942408611,1335765848396805,True,2026-05-08,2026-09-12,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1335765848396805_0_video_hd.mp4;1335765848396805_0_video_sd.mp4;1335765848396805_0_video_preview.jpg
Novus Incorporadora,100533942408611,1646696933211052,True,2026-05-27,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1646696933211052_0_video_hd.mp4;1646696933211052_0_video_sd.mp4;1646696933211052_0_video_preview.jpg
Novus Incorporadora,100533942408611,966272926189094,True,2026-05-30,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,966272926189094_0_video_hd.mp4;966272926189094_0_video_sd.mp4;966272926189094_0_video_preview.jpg
Novus Incorporadora,100533942408611,1364093065639782,True,2026-06-15,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1364093065639782_0_video_hd.mp4;1364093065639782_0_video_sd.mp4;1364093065639782_0_video_preview.jpg
Novus Incorporadora,100533942408611,982556277927026,True,2026-06-15,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,982556277927026_0_video_hd.mp4;982556277927026_0_video_sd.mp4;982556277927026_0_video_preview.jpg
Novus Incorporadora,100533942408611,861073040398527,True,2026-06-15,2026-09-08,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,861073040398527_0_video_hd.mp4;861073040398527_0_video_sd.mp4;861073040398527_0_video_preview.jpg
Novus Incorporadora,100533942408611,1720480142639949,True,2026-06-16,2026-09-10,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1720480142639949_0_video_hd.mp4;1720480142639949_0_video_sd.mp4;1720480142639949_0_video_preview.jpg
Novus Incorporadora,100533942408611,891218087331038,True,2026-06-21,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,891218087331038_0_video_hd.mp4;891218087331038_0_video_sd.mp4;891218087331038_0_video_preview.jpg
Novus Incorporadora,100533942408611,1501458377915003,True,2026-07-08,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"⚠️ São 23 Apartamentos, Faça sua simulação","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora.  E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1501458377915003_0_video_hd.mp4;1501458377915003_0_video_sd.mp4;1501458377915003_0_video_preview.jpg
Novus Incorporadora,100533942408611,1706121097260055,True,2026-07-20,2026-09-16,VIDEO,Saiba mais,http://fb.me/,"🚨 São apenas 23 apartamentos, receba mais informações","🚨 COM R$ 50.000 DE ATO + 36 PARCELAS VOCÊ COMPRA E QUITA SEU APARTAMENTO!  Sim, você leu certo.  Sem banco. Sem juros. Sem financiamento interminável.  O Solum Patriarca chega na Cidade Patriarca com apenas 23 apartamentos exclusivos, em uma das ruas mais desejadas da região.  ✨ Apartamentos de 2 dormitórios com varanda ✨ Plantas de 27 a 67m² ✨ Opções com vaga de garagem ✨ Acabamento completo ✨ Salão de festas  Essa é daquelas oportunidades que aparecem poucas vezes.  Enquanto muita gente continua esperando “o momento certo”, quem agir agora consegue garantir um apartamento próprio pagando direto com a construtora. E o detalhe mais importante: são apenas 23 unidades.  📲 Clique em Saiba Mais antes que as melhores opções desapareçam.",patriarca,1706121097260055_0_video_hd.mp4;1706121097260055_0_video_sd.mp4;1706121097260055_0_video_preview.jpg
Olegario.empreendimentos,116996421373581,2466437260533520,True,2026-06-08,2026-09-16,VIDEO,Saiba mais,https://api.whatsapp.com/send,More no coração cultural de SP! A poucos passos do Metrô e com lazer de clube na Liberdade.,"🏮 LANÇAMENTO NA LIBERDADE pelo Minha Casa Minha Vida!  Conquiste o seu apê de 1 ou 2 dorms em uma das regiões mais vibrantes e culturais de SP.  Opção de vaga, varanda e suíte  Lazer completo de condomínio clube  Mobilidade total com Metrô bem perto de você  Subsídios do governo federal que cabem no seu bolso  Ideal para morar com conforto ou investir com segurança de retorno.  👇 Não perca essa oportunidade. Clique em ""Saiba Mais"" e faça uma simulação rápida!",metrô,2466437260533520_0_video_hd.mp4;2466437260533520_0_video_sd.mp4;2466437260533520_0_video_preview.jpg
Olegario.empreendimentos,116996421373581,1231475415606009,True,2026-06-09,2026-09-16,VIDEO,Saiba mais,https://api.whatsapp.com/send,More no coração cultural de SP! A poucos passos do Metrô e com lazer de clube na Liberdade.,"🏮 LANÇAMENTO NA LIBERDADE pelo Minha Casa Minha Vida!  Conquiste o seu apê de 1 ou 2 dorms em uma das regiões mais vibrantes e culturais de SP.  Opção de vaga, varanda e suíte  Lazer completo de condomínio clube  Mobilidade total com Metrô bem perto de você  Subsídios do governo federal que cabem no seu bolso  Ideal para morar com conforto ou investir com segurança de retorno.  👇 Não perca essa oportunidade. Clique em ""Saiba Mais"" e faça uma simulação rápida!",metrô,1231475415606009_0_video_hd.mp4;1231475415606009_0_video_sd.mp4;1231475415606009_0_video_preview.jpg
Olegario.empreendimentos,116996421373581,2433117777101919,True,2026-06-09,2026-09-16,VIDEO,Saiba mais,https://api.whatsapp.com/send,More no coração cultural de SP! A poucos passos do Metrô e com lazer de clube na Liberdade.,"🏮 LANÇAMENTO NA LIBERDADE pelo Minha Casa Minha Vida!  Conquiste o seu apê de 1 ou 2 dorms em uma das regiões mais vibrantes e culturais de SP.  Opção de vaga, varanda e suíte  Lazer completo de condomínio clube  Mobilidade total com Metrô bem perto de você  Subsídios do governo federal que cabem no seu bolso  Ideal para morar com conforto ou investir com segurança de retorno.  👇 Não perca essa oportunidade. Clique em ""Saiba Mais"" e faça uma simulação rápida!",metrô,2433117777101919_0_video_hd.mp4;2433117777101919_0_video_sd.mp4;2433117777101919_0_video_preview.jpg
Olegario.empreendimentos,116996421373581,1644481303295471,True,2026-06-09,2026-09-16,VIDEO,Saiba mais,https://api.whatsapp.com/send,More no coração cultural de SP! A poucos passos do Metrô e com lazer de clube na Liberdade.,"🏮 LANÇAMENTO NA LIBERDADE pelo Minha Casa Minha Vida!  Conquiste o seu apê de 1 ou 2 dorms em uma das regiões mais vibrantes e culturais de SP.  Opção de vaga, varanda e suíte  Lazer completo de condomínio clube  Mobilidade total com Metrô bem perto de você  Subsídios do governo federal que cabem no seu bolso  Ideal para morar com conforto ou investir com segurança de retorno.  👇 Não perca essa oportunidade. Clique em ""Saiba Mais"" e faça uma simulação rápida!",metrô,1644481303295471_0_video_hd.mp4;1644481303295471_0_video_sd.mp4;1644481303295471_0_video_preview.jpg
